inn,name,got_support_from,did_get_support,service,foundation_date,tech_focus,stage_of_development,market,technology,business_model,main_okved,okved_secondary,msp_category,is_export,inno_cluster_member,skolcovo_member,is_inno_company,is_startup,current_profit,current_profit_tax,current_revenue
7811581905,ооо «пэйтую»,"например, площадки пилотного тестирования",нет,пилотное тестирование,2014-06-02,,,,,,62.02,47.91_58.19_62.01,юл микро,нет,нет,нет,нет,нет,8070.0,377.0,0.0
9705121931,"ооо ""скиллфолио""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-08-02,hrtech,ранний рост,edtech,,b2b_b2c,63.11,46.19_46.90_47.91,юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7728439565,"ооо ""мобильная платформа""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-08-08,,посевная,edtech,искусственный интеллект и машинное обучение,b2b,70.22,47.91.2_47.91.4_53.20.3,юл микро,нет,нет,нет,да,да,2513.0,271.0,0.0
7203449813,ооо «глобальные праздники»,"например, площадки пилотного тестирования",нет,пилотное тестирование,2018-05-21,,ранний рост,entertainment,,b2b_b2c,63.11,18.12_62.01_62.02,,нет,нет,нет,да,да,0.0,0.0,0.0
6658507305,"ооо ""дебиторка онлайн""",московский акселератор,нет,московский акселератор,2017-10-09,,,,,,69.10,62.01_62.02_62.09,юл микро,нет,нет,нет,нет,нет,3650.0,98.0,0.0
7826707808,ооо «тач продакшн»,московский акселератор,нет,московский акселератор,1993-01-26,,,,,,62.01,33.20_35.12.2_43.21,юл микро,нет,нет,нет,нет,нет,211.0,-44.0,1134.0
7826707808,"ооо ""тач продакшн""",московский акселератор,нет,московский акселератор,1993-01-26,,,,,,62.01,33.20_35.12.2_43.21,юл микро,нет,нет,нет,нет,нет,211.0,-44.0,1134.0
7702437500,"ооо ""каппасити рус""",московский акселератор,нет,московский акселератор,2018-08-31,,расширение,business software_entertainment_retailtech,3d моделирование_ar/vr,b2b,62.01,26.30.1_26.70_46.51,юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7702437500,,московский акселератор,нет,московский акселератор,2018-08-31,,расширение,business software_entertainment_retailtech,3d моделирование_ar/vr,b2b,62.01,26.30.1_26.70_46.51,юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7706416451,ооо «ближе к делу»,московский акселератор,нет,московский акселератор,2015-01-27,"retailtech и e-commerce_ит, разработка по",ранний рост,business software_мedia & communication,,b2b,63.11.1,46.14.1_46.14.9_62.01,юл микро,нет,да,да,да,да,7382.0,0.0,73414.0
6670442252,ооо «уралинновация»,московский акселератор,нет,московский акселератор,2016-09-27,,расширение,мedia & communication,искусственный интеллект и машинное обучение,b2b,62.01,61.10_61.90_62.02,юл микро,нет,нет,да,да,да,-11113.0,0.0,0.0
5902016512,ооо «виджет»,московский акселератор,нет,московский акселератор,2015-06-22,retailtech и e-commerce,ранний рост,business software_мedia & communication,,b2b,62.01,18.12_46.66_47.41,юл микро,нет,да,да,да,да,-42743.0,0.0,-4326.0
290221367666,терентьев михаил сергеевич,московский акселератор,нет,московский акселератор,2015-10-23,,,,,,70.22,62.09_70.22_82.99,ип микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7716747371,ооо «экспресс рмс»,московский акселератор,нет,московский акселератор,2013-06-11,retailtech и e-commerce,ранний рост,retailtech,,b2b,53.10,46.18_46.19_52.10,юл микро,нет,да,нет,да,да,-12.0,-26.0,41820.0
7838080688,ооо «рашн чардж»,московский акселератор,нет,московский акселератор,2018-07-13,,,,,,62.01,62.02_62.09,юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
222204560355,ип щербинина елена михайловна,московский акселератор,нет,московский акселератор,2019-01-23,,,,,,63.12,,ип микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7727048336,ао «группа т-1»,московский акселератор,нет,московский акселератор,2015-01-22,"ит, разработка по",ранний рост,transport & logistics,интернет вещей,b2b_b2g,72.19,26.20.4_43.21_45.3,юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7706456380,цбп (ооо),московский акселератор,нет,московский акселератор,2018-08-23,fintech,ранний рост,fintech,,b2b,72.19,58.29_62.01_63.11.1,юл микро,да,да,да,да,да,110696.0,0.0,164455.0
9729069737,"ооо ""страховые партнеры""",московский акселератор,да,московский акселератор,2017-03-31,,ранний рост,insurancetech,,b2b_b2c,62.01,45.11_45.19_62.01,юл микро,нет,да,нет,да,да,3697.0,-1217.0,138964.0
9729069737,"ооо ""страховые партнеры""",московский акселератор,да,московский акселератор,2017-03-31,,ранний рост,insurancetech,,b2b_b2c,62.01,45.11_45.19_62.01,юл микро,нет,да,нет,да,да,3697.0,-1217.0,138964.0
3906284170,"ооо ""вест интелледженс""",московский акселератор,нет,московский акселератор,2012-12-20,,,,,,63.11.1,46.43.3_46.51_47.41,юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7706416451,"ооо ""ближе к делу""",московский акселератор,нет,московский акселератор,2015-01-27,"retailtech и e-commerce_ит, разработка по",ранний рост,business software_мedia & communication,,b2b,63.11.1,46.14.1_46.14.9_62.01,юл микро,нет,да,да,да,да,7382.0,0.0,73414.0
7731327808,"ооо ""авант - спэйс системс""",московский акселератор,нет,московский акселератор,2016-09-09,космос,посевная,advertising & marketing_spacetech,,b2g,72.19,71.20_71.20.9_72.19,юл микро,да,да,да,да,да,0.0,0.0,0.0
290221367666,терентьев михаил сергеевич,московский акселератор,нет,московский акселератор,2015-10-23,,,,,,70.22,62.09_70.22_82.99,ип микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
0276926222,"ооо ""инфобот""",московский акселератор,нет,московский акселератор,2017-09-21,,,,,,62.01,18.13_47.41_61.10.1,,нет,нет,да,нет,нет,0.0,0.0,0.0
9725016100,"ооо ""кликер""",московский акселератор,нет,московский акселератор,2019-07-16,retailtech и e-commerce,ранний рост,retailtech,,b2b2c,63.11.1,47.91.2_62.01_62.02,юл микро,нет,нет,нет,да,да,111.0,98.0,0.0
7730253840,"ооо ""монк диджитал лаб""",московский акселератор,нет,московский акселератор,2019-10-09,,ранний рост,business software,искусственный интеллект и машинное обучение,b2b,72.19,62.01_62.02_62.03,,нет,нет,да,да,да,8212.0,0.0,0.0
7731324003,"ооо ""смарт ритейл""",московский акселератор,нет,московский акселератор,2016-08-09,retailtech и e-commerce,ранний рост,retailtech,интернет вещей_искусственный интеллект и машинное обучение_компьютерное зрение,b2b,72.19,62.01_62.02_62.03,юл малое,нет,да,да,да,да,18023.0,0.0,0.0
7702437500,"ооо ""каппасити рус""",московский акселератор,нет,московский акселератор,2018-08-31,,расширение,business software_entertainment_retailtech,3d моделирование_ar/vr,b2b,62.01,26.30.1_26.70_46.51,юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7710944648,"ооо ""энкост""",московский акселератор,нет,московский акселератор,2013-08-02,недвижимость и строительство_промышленность и индустрия 4.0,ранний рост,cleantech,,b2b,63.11.1,35.14_46.90_47.19,юл микро,нет,нет,нет,да,да,-13713.0,0.0,51578.0
7017395286,"ооо ""лаборатория 365""",московский акселератор,нет,московский акселератор,2016-02-10,,,,,,63.11.1,46.69_62.01_62.02,юл микро,нет,нет,нет,нет,нет,521.0,0.0,485.0
7710944648,"ооо ""энкост""",московский акселератор,нет,московский акселератор,2013-08-02,недвижимость и строительство_промышленность и индустрия 4.0,ранний рост,cleantech,,b2b,63.11.1,35.14_46.90_47.19,юл микро,нет,нет,нет,да,да,-13713.0,0.0,51578.0
9701161411,"ооо ""эмииа""",московский акселератор,нет,московский акселератор,2020-08-26,,посевная,safetytech,искусственный интеллект и машинное обучение_компьютерное зрение,b2b,62.01,26.11_26.20_26.30,юл микро,нет,да,нет,да,да,-4.0,0.0,0.0
7714762021,"ооо ""скайер ит""",московский акселератор,нет,московский акселератор,2008-12-23,недвижимость и строительство,ранний рост,proptech,беспилотники,b2b,72.19,28.99.3_30.30_30.30.1,юл микро,нет,да,да,да,нет,-16450.0,0.0,19127.0
1650350558,"ооо ""воплощение""",московский акселератор,нет,московский акселератор,2017-06-22,,,,,,28.96,22.21_22.29_22.29.9,юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
1650390180,"ооо ""веса систем""",московский акселератор,нет,московский акселератор,2020-04-09,,,,,,62.01,26.11_26.12_26.30,юл микро,нет,нет,нет,нет,нет,216.0,-97.0,3217.0
6685023448,"ооо ""нпо бмг""",московский акселератор,нет,московский акселератор,2012-12-17,,,,,,72.19,13.93_13.94_13.95,юл малое,нет,нет,да,нет,нет,0.0,0.0,0.0
7725328391,ооо «домопульт»,московский акселератор,нет,московский акселератор,2016-08-23,недвижимость и строительство,ранний рост,proptech,,b2b_b2c,62.01,62.01_62.02_63.11,юл микро,нет,да,нет,да,да,0.0,0.0,0.0
9725029780,ооо «мой самокат»,московский акселератор,нет,московский акселератор,2020-02-14,,ранний рост,consumer goods & services,,b2c,77.21,47.19_63.99.1_77.21,юл микро,нет,да,нет,да,да,-8081.0,156.0,0.0
6670442252,ооо «уралинновация»,московский акселератор,нет,московский акселератор,2016-09-27,,расширение,мedia & communication,искусственный интеллект и машинное обучение,b2b,62.01,61.10_61.90_62.02,юл микро,нет,нет,да,да,да,-11113.0,0.0,0.0
5009112893,ооо «логософт»,московский акселератор,нет,московский акселератор,2017-11-21,,ранний рост,transport & logistics,,b2b,62.01,49.41_49.42_62.02,юл микро,нет,нет,нет,да,да,-180.0,-5.0,500.0
7826707808,ооо «тач продакшн»,московский акселератор,нет,московский акселератор,1993-01-26,,,,,,62.01,33.20_35.12.2_43.21,юл микро,нет,нет,нет,нет,нет,211.0,-44.0,1134.0
7726439104,ооо «карготех»,московский акселератор,нет,московский акселератор,2018-08-28,транспорт и логистика,ранний рост,transport & logistics,искусственный интеллект и машинное обучение,b2b,62.09,49.41_49.42_62.01,юл микро,нет,нет,нет,да,да,-3.0,0.0,0.0
6633027184,malivar,московский акселератор,да,добавлено - московский акселератор,2018-09-26,,,,,,62.01,47.91_62.02_62.09,юл микро,нет,нет,нет,нет,нет,-4905.0,0.0,0.0
9705121931,skillfolio,московский акселератор,да,добавлено - московский акселератор,2018-08-02,hrtech,ранний рост,edtech,,b2b_b2c,63.11,46.19_46.90_47.91,юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7724421422,datafuel,московский акселератор,да,добавлено - московский акселератор,2017-10-06,,ранний рост,advertising & marketing_retailtech,искусственный интеллект и машинное обучение,b2b,73.11,62.01_62.02_62.09,юл микро,нет,нет,нет,да,да,14.0,410.0,0.0
9731062087,doma.ai,московский акселератор,да,добавлено - московский акселератор,2020-03-16,недвижимость и строительство,посевная,proptech,интернет вещей,b2b,62.01,62.09_63.11_63.11.1,юл малое,нет,нет,нет,да,да,777.0,0.0,9327.0
9717045940,сэмпломат,московский акселератор,да,добавлено - московский акселератор,2016-10-24,retailtech и e-commerce,ранний рост,advertising & marketing_retailtech,,b2b,58.29,25.62_28.29.43_28.99.9,,нет,нет,нет,да,да,0.0,0.0,0.0
9715353018,checkme,московский акселератор,да,добавлено - московский акселератор,2019-07-12,,ранний рост,healthcare,,b2b2c,63.11.1,62.01_62.02_62.03,юл микро,нет,нет,нет,да,да,-3020.0,116.0,0.0
9701125082,docclub,московский акселератор,да,добавлено - московский акселератор,2018-12-17,edtech_healthtech,ранний рост,edtech_healthcare,,b2b2c,73.11,63.11_73.11_73.20,юл микро,нет,да,нет,да,да,417.0,-92.0,2360.0
6671336747,eyeimprover,московский акселератор,да,добавлено - московский акселератор,2010-10-22,,,,,,27.5,10.71_10.72_13.92,юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7725293981,cybertonica,московский акселератор,да,добавлено - московский акселератор,2015-10-29,retailtech и e-commerce,ранний рост,fintech,искусственный интеллект и машинное обучение,b2b,62.01,62.02_72.19,юл микро,да,нет,да,да,да,4345.0,0.0,33179.0
5047216501,hinted,московский акселератор,да,добавлено - московский акселератор,2018-10-19,,ранний рост,business software_edtech,,b2b,62.01,62.02_62.02.1_62.02.2,юл микро,нет,нет,нет,да,да,-4324.0,40.0,0.0
1615013084,q-platform,московский акселератор,да,добавлено - московский акселератор,2016-10-14,,,,,,62.01,62.02_62.03_62.09,,нет,нет,нет,нет,нет,20425.0,0.0,295.0
9709035257,saleschain,московский акселератор,да,добавлено - московский акселератор,2018-08-10,,ранний рост,fintech,,b2b,62.09,62.01_62.02_62.02.1,юл микро,нет,нет,нет,да,да,-188.0,-327.0,30526.0
7801624934,agentapp,московский акселератор,да,добавлено - московский акселератор,2014-03-06,,,,,,72.19,62.01_62.02_62.09,юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
9731029594,capturica,московский акселератор,да,добавлено - московский акселератор,2019-02-19,retailtech и e-commerce_маркетинг и реклама,ранний рост,business software,искусственный интеллект и машинное обучение,b2b,62.01,62.02_62.09_63.11,юл микро,нет,нет,да,да,да,9042.0,776.0,0.0
7451278717,konnektu,московский акселератор,да,добавлено - московский акселератор,2009-02-04,,расширение,advertising & marketing,искусственный интеллект и машинное обучение,b2b,72.19,62.01_62.02_62.09,юл малое,нет,нет,нет,да,нет,0.0,0.0,0.0
7724653712,andata,московский акселератор,да,добавлено - московский акселератор,2008-03-06,"ит, разработка по",ранний рост,advertising & marketing,искусственный интеллект и машинное обучение,b2b,95.11,26.2_26.20_28.23,юл микро,нет,да,нет,да,нет,0.0,0.0,0.0
9718130676,aplaut,московский акселератор,да,добавлено - московский акселератор,2019-02-25,retailtech и e-commerce,ранний рост,advertising & marketing,,b2b,62.01,62.01_63.11_63.11.1,юл микро,нет,нет,нет,да,да,2042.0,-296.0,17178.0
2311222232,mindscore,московский акселератор,да,добавлено - московский акселератор,2016-09-14,,,,,,72.19,46.51_62.01_62.02,юл микро,нет,нет,да,нет,нет,0.0,0.0,0.0
3123371473,passteam,московский акселератор,да,добавлено - московский акселератор,2015-09-03,,,,,,62.01,62.01_62.02_62.09,юл микро,нет,нет,нет,нет,нет,-5961.0,0.0,0.0
7733323742,fastest,московский акселератор,да,добавлено - московский акселератор,2017-10-27,retailtech и e-commerce,ранний рост,advertising & marketing,компьютерное зрение,b2b,72.19,72.19,,да,да,нет,да,да,-5527.0,17.0,0.0
7713461247,loyaltylab,московский акселератор,да,добавлено - московский акселератор,2018-08-28,retailtech и e-commerce,посевная,advertising & marketing_retailtech,искусственный интеллект и машинное обучение,b2b,62.01,62.01_62.02_62.03,юл микро,нет,нет,нет,да,да,-3586.0,3.0,0.0
7704854724,hot-wifi,московский акселератор,да,добавлено - московский акселератор,2014-01-22,телекоммуникации,ранний рост,advertising & marketing,,b2b,62.01,18.12_59.11_60.10,юл малое,нет,нет,да,да,да,53.0,-14.0,283.0
9731061661,ur-li,московский акселератор,да,добавлено - московский акселератор,2020-03-03,консалтинг,посевная,legaltech,искусственный интеллект и машинное обучение,b2b,69.10,63.11_63.11.1_63.11.9,юл микро,нет,да,нет,да,да,-3379.0,0.0,0.0
7705980898,jagajam,московский акселератор,да,добавлено - московский акселератор,2012-03-22,маркетинг и реклама,ранний рост,advertising & marketing_мedia & communication,,b2b,62.01,46.1_47.19_47.91.2,юл микро,нет,нет,нет,да,нет,0.0,0.0,0.0
7720486764,yoloco,московский акселератор,да,добавлено - московский акселератор,2019-11-13,,ранний рост,advertising & marketing,искусственный интеллект и машинное обучение,b2b,73.11,62.01_73.11_73.12,юл микро,нет,да,нет,да,да,92.0,628.0,0.0
7811581905,pay2u,московский акселератор,да,добавлено - московский акселератор,2014-06-02,,,,,,62.02,47.91_58.19_62.01,юл микро,нет,нет,нет,нет,нет,8070.0,377.0,0.0
3525270838,navigine,московский акселератор,да,добавлено - московский акселератор,2011-11-29,,,,,,62.0,62.02_62.09_63.1,юл микро,нет,нет,да,нет,нет,1257.0,671.0,0.0
7718952312,"ооо ""тпс""",карта инновационных решений,да,карта инновационных решений,2013-10-18,транспорт и логистика,расширение,cleantech_industrialtech,новые и портативные источники энергии,b2b,72.19,26.11.2_26.11.9_26.12,юл малое,нет,да,нет,да,да,20159.0,-2092.0,58094.0
7714762021,"ооо ""радуга""",карта инновационных решений,да,добавлено - карта инновационных решений,2008-12-23,недвижимость и строительство,ранний рост,proptech,беспилотники,b2b,72.19,28.99.3_30.30_30.30.1,юл микро,нет,да,да,да,нет,-16450.0,0.0,19127.0
7743945510,"ооо ""мультикубик""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-11-06,,ранний рост,entertainment,,b2b_b2c,62.09,46.11_46.13_46.14,юл малое,нет,нет,да,да,да,-116582.0,0.0,90459.0
6950198920,"ооо ""симбионикс""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-10-20,,посевная,healthcare,робототехника,b2b,72.19,21.20_46.18_46.46.2,юл микро,да,да,да,да,да,-10123.0,1596.0,-356.0
7718936720,"ооо ""вэйрэй""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-06-13,,ранний рост,transport & logistics,ar/vr,b2b_b2c,72.19,45.3_62.09_71.20,юл среднее,нет,да,да,да,да,960.0,0.0,78055.0
5003096726,"ооо ""спутникс""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-10-05,космос,ранний рост,spacetech,,b2b_b2g,72.19,26.51_30.3_30.30.41,юл малое,да,да,да,да,да,42955.0,0.0,5633.0
7731326297,"ооо ""альт""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-08-24,"ит, разработка по",ранний рост,entertainment,ar/vr,b2b_b2c,72.19.2,26.40.3_62.01_62.02.1,юл малое,нет,да,да,да,да,0.0,0.0,0.0
7811620914,"ооо ""икс""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-09-08,,,,,,30.30,26.12_27.90_28.30,юл микро,нет,нет,нет,нет,нет,-39054.0,-101.0,-1004.0
7736245612,"ооо ""интеллоджик""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-05-13,,ранний рост,healthcare,искусственный интеллект и машинное обучение,b2b_b2g,62.01,47.9_47.91.3_47.91.4,юл микро,да,да,да,да,да,0.0,0.0,0.0
9710017196,"ооо ""умный кошелек""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-09-15,,ранний рост,fintech_retailtech,биометрия,b2b2c,63.11,62.09_63.11_63.11.1,,нет,да,нет,да,да,9.0,2.0,0.0
7710499161,"ооо ""нтех лаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-07-09,,посевная,safetytech,искусственный интеллект и машинное обучение_компьютерное зрение,b2b_b2g,62.01,62.01_62.02_62.09,юл малое,да,да,да,да,да,0.0,0.0,0.0
9731019765,"ооо ""городские теплицы москва""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-12-17,foodtech,ранний рост,agrotech,интернет вещей,b2b_b2c,72.19,72.11,,нет,да,да,да,да,9212.0,0.0,48323.0
7708214098,"ао ""смарт лайн инк""",карта инновационных решений,да,добавлено - карта инновационных решений,2003-01-16,,зрелость,cybersecurity,,b2b,62.01,18.20_19.20_45.20,,да,нет,нет,да,нет,-41960.0,-5927.0,69479.0
