inn,name,got_support_from,did_get_support,service,foundation_date,tech_focus,stage_of_development,market,technology,business_model,main_okved,okved_secondary,msp_category,is_export,inno_cluster_member,skolcovo_member,is_inno_company,is_startup,current_profit,current_profit_tax,current_revenue
7709947115,ооо «эквио»,"например, площадки пилотного тестирования",нет,пилотное тестирование,2014-02-17,['hrtech'],ранний рост,"['edtech', 'hrtech']",[],['b2b'],62.09,"['59.11', '46.90', '63.11.1', '47.91.2', '47.91.3', '46.43.2', '46.49', '77.33.2', '47.63.1', '70.22', '62.01', '46.43.3', '73.20.1', '47.63.2', '47.91.4', '47.9', '62.02', '47.41', '82.99', '85.42.9', '63.11', '72.19']",юл малое,нет,нет,нет,да,да,53.0,-14.0,283.0
9701050670,ооо ай-ритейл рус,"например, площадки пилотного тестирования",нет,пилотное тестирование,2016-09-28,['retailtech и e-commerce'],ранний рост,['retailtech'],[],['b2b'],46.51,"['47.19', '62.02.4', '62.02.9', '63.99.1', '62.03', '47.91', '62.02.3', '62.09', '62.01', '62.02.1', '62.02.2', '63.11.1', '47.41.2', '47.91.2', '46.38.2', '46.90', '46.65', '47.41', '46.36', '46.69.4', '46.44', '56.10.21', '46.37', '31.01', '46.51', '33.12', '46.34', '47.11', '47.99', '47.99.2', '73.11']",юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7704386240,"ооо ""алгоритмика""","например, площадки пилотного тестирования",да,пилотное тестирование,2016-12-29,['edtech'],ранний рост,['edtech'],[],['b2c'],72.19,"['85.42', '85.21', '85.11', '85.12', '72.19', '85.41.9', '85.42.9', '85.30', '85.14', '94.99', '85.13', '85.41', '62.02', '62.01', '62.09', '63.99.1']",юл малое,да,нет,нет,да,да,-80117.0,0.0,218088.0
7715719244,"ооо ""код безопасности""","например, площадки пилотного тестирования",нет,пилотное тестирование,2008-10-09,"['ит, разработка по']",расширение,['cybersecurity'],[],['b2b'],26.20,"['62.01', '62.09', '62.02', '72.19', '26.20']",,да,нет,нет,да,нет,1493953.0,-378271.0,2617559.0
5047216501,"ооо ""хинтед""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-10-19,[],ранний рост,"['business software', 'edtech']",[],['b2b'],62.01,"['62.03.1', '62.03', '62.02.4', '62.02.2', '62.09', '62.02.9', '62.02.1', '62.03.13', '62.02.3', '62.03.11', '62.03.12', '62.02', '63.12', '62.03.19', '63.11', '63.11.9', '72.20', '72.19']",юл микро,нет,нет,нет,да,да,-4324.0,40.0,0.0
7703746155,"ооо ""онви сервис""","например, площадки пилотного тестирования",нет,пилотное тестирование,2011-06-16,['безопасность'],расширение,"['proptech', 'safetytech']",['компьютерное зрение'],['b2b'],62.01,"['79.11', '46.14.1', '73.11', '46.69', '61.10', '46.51', '78.10', '64.99', '82.99', '63.11', '73.20', '62.09', '46.43', '46.15.4', '62.02', '63.11.1', '70.22', '72.19']",юл микро,нет,нет,нет,да,нет,0.0,0.0,0.0
7704434913,ооо прогкидс,"например, площадки пилотного тестирования",да,пилотное тестирование,2017-07-12,['edtech'],ранний рост,['edtech'],[],['b2c'],62.01,"['62.02', '46.90']",юл микро,нет,нет,нет,да,да,1374.0,594.0,0.0
7731326297,ооо альт,"например, площадки пилотного тестирования",нет,пилотное тестирование,2016-08-24,"['ит, разработка по']",ранний рост,['entertainment'],['ar/vr'],"['b2b', 'b2c']",72.19.2,"['62.02.3', '62.01', '62.02.1', '26.40.3', '72.19.2']",юл малое,нет,да,да,да,да,0.0,0.0,0.0
7706456380,ооо цбп,"например, площадки пилотного тестирования",нет,пилотное тестирование,2018-08-23,['fintech'],ранний рост,['fintech'],[],['b2b'],72.19,"['72.19.9', '58.29', '62.01', '63.11.1', '72.19']",юл микро,да,да,да,да,да,110696.0,0.0,164455.0
9709035257,"ооо ""сейлз чейн""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-08-10,[],ранний рост,['fintech'],[],['b2b'],62.09,"['62.01', '72.19', '72.19.4', '64.91.2', '62.02.2', '64.91', '72.19.9', '62.02', '64.92.7', '62.02.3', '74.90.99', '62.02.1', '74.90.9', '63.11.1', '63.91', '74.90.92', '63.12', '72.19.3', '71.20', '64.99', '64.19', '63.11.9', '74.90', '63.99', '74.90.91', '63.11', '62.09']",юл микро,нет,нет,нет,да,да,-188.0,-327.0,30526.0
5402017437,"ооо «научно-производственный инновационный внедренческий центр» 

(ооо нп ивц)","например, площадки пилотного тестирования",нет,пилотное тестирование,2016-04-01,['healthtech'],ранний рост,['healthcare'],['биометрия'],['b2b2c'],72.19,"['82.99', '26.60.9', '70.22', '73.20', '70.10.2', '26.60.4', '33.13', '70.10.1', '33.19', '26.60.5', '32.50']",юл малое,да,нет,да,да,да,-46136.0,0.0,3.0
9701140612,"ооо ""нейри""","например, площадки пилотного тестирования",нет,пилотное тестирование,2019-07-19,[],ранний рост,"['business software', 'edtech', 'entertainment', 'healthcare']","['искусственный интеллект и машинное обучение', 'нейротехнологии']",['b2b'],62.01,"['63.11', '47.41', '26.52', '62.01', '72.19', '46.51', '93.19']",юл микро,нет,да,да,да,да,-1521.0,0.0,0.0
4027136373,"ооо ""медицинские скрининг системы ""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-04-02,[],,[],[],[],62.01,"['63.11', '61.10.3', '72.19', '63.12', '62.02', '62.09', '62.03', '61.10.4', '63.99']",юл микро,нет,нет,нет,нет,нет,627.0,157.0,0.0
7723740056,"ооо ""некс-т""","например, площадки пилотного тестирования",нет,пилотное тестирование,2009-12-04,"['edtech', 'ит, разработка по', 'маркетинг и реклама']",ранний рост,"['edtech', 'мedia & communication']",['искусственный интеллект и машинное обучение'],"['b2b2c', 'b2c']",26.20,"['62.01', '46.23', '31.01', '20.30.1', '81.29.9', '63.11', '41.2', '47.54', '72.20', '81.22', '73.20', '46.62', '43.3', '58.14', '52.29', '71.12.5', '46.77', '46.44', '52.10', '46.64', '47.71', '78.10', '62.09', '68.20', '63.11.1', '46.66', '72.19', '70.22', '62.02', '71.12.6', '47.43', '47.74', '70.10.2', '46.63', '77.33', '95.22.1', '58.11', '18.20', '46.19', '55.1', '46.21', '33.12', '23.12', '46.37', '18.12', '46.32', '28.23', '77.31', '77.39.2', '20.12', '47.51', '56.29', '45.3', '68.10.1', '46.31.11', '33.20', '82.99', '26.11.2', '46.14', '69.20', '77.34', '47.22', '70.10.1', '47.24', '42.22.2', '47.61', '77.32', '46.73', '46.90', '46.38', '26.40', '47.52', '46.32.3', '47.9', '47.59', '77.35', '47.72', '20.13', '46.15', '46.31', '46.21.2', '71.20', '46.13', '46.11', '68.31', '52.24', '58.19', '69.10', '95.25', '18.11', '33.14', '46.46', '46.42', '71.1', '46.61', '46.24', '46.69', '46.49', '46.16', '46.41', '47.21', '42.21', '68.32', '74.30', '47.91.4', '46.18', '46.36', '47.73', '47.75', '47.91.3', '59.20', '77.29', '43.12', '46.22', '82.19', '95.23', '49.3', '18.13', '68.10', '95.11', '47.7', '22.29', '77.39.11', '47.29', '46.43', '47.79', '46.75', '58.13', '46.74', '47.91.2', '46.41.2', '47.23', '46.33', '43.2', '47.99', '46.45', '26.20', '18.14']",юл малое,да,да,нет,да,нет,48767.0,-1101.0,111034.0
7702421612,ооо «суприммоторс»,"например, площадки пилотного тестирования",да,пилотное тестирование,2017-08-10,[],ранний рост,['healthcare'],[],['b2c'],72.19,"['46.90', '32.40', '47.78.9', '47.99.5', '30.91', '30.92', '47.74', '46.19', '72.19']",юл микро,нет,да,да,да,да,0.0,0.0,0.0
7718952312,"ооо ""тайтэн пауэр солюшн""","например, площадки пилотного тестирования",нет,пилотное тестирование,2013-10-18,['транспорт и логистика'],расширение,"['cleantech', 'industrialtech']",['новые и портативные источники энергии'],['b2b'],72.19,"['26.11.9', '27.90', '46.90', '27.20', '46.69.5', '71.20', '26.11.2', '27.12', '26.12', '71.20.4', '26.51.7', '72.19']",юл малое,нет,да,нет,да,да,20159.0,-2092.0,58094.0
6671336747,"ооо ""диваора групп""","например, площадки пилотного тестирования",да,пилотное тестирование,2010-10-22,[],,[],[],[],27.5,"['22.29', '10.72', '93.2', '15.12', '23.13', '46.4', '58', '13.92', '46.9', '14.19', '47.1', '22.22', '14.11', '32.9', '85.42.9', '25.99', '27.9', '47.9', '10.71', '85.41', '22.1', '72.1']",юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7719402047,ооо «моторика»,"например, площадки пилотного тестирования",нет,пилотное тестирование,2015-02-05,['healthtech'],ранний рост,['healthcare'],"['ar/vr', 'аддитивные технологии', 'робототехника']","['b2b2c', 'b2c']",72.19,['72.19'],юл малое,да,да,да,да,да,-41282.0,0.0,48876.0
9715317764,"ооо ""убиратор""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-06-09,['экология'],ранний рост,['cleantech'],[],"['b2b', 'b2g']",38.11,"['47.91.2', '62.03', '38.32.2', '81.29', '47.91.1', '38.32.3', '38.32.1', '38.22', '62.09', '47.91.3', '38.32.4', '38.31', '38.32.5', '47.91.4', '81.21', '62.01', '38.11', '81.10', '62.02', '82.99', '38.12', '81.22', '63.11', '38.32', '63.99', '38.21', '72.19', '63.12']",юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7811628102,"ооо ""фрэндворк""","например, площадки пилотного тестирования",да,пилотное тестирование,2016-11-14,[],,[],[],[],62.01,"['63.11.1', '62.03', '62.09', '70.22', '63.11', '62.02', '72.19', '77.33', '95.12', '95.11', '73.11', '62.01']",юл микро,нет,нет,нет,нет,нет,-26176.0,0.0,0.0
5024179758,ооо метаскан,"например, площадки пилотного тестирования",нет,пилотное тестирование,2017-10-11,[],посевная,['cybersecurity'],[],['b2b'],62.01,"['62.02.4', '62.02.3', '62.09', '62.02.1', '63.99.1', '63.11', '62.02.9', '47.41', '62.02', '62.02.2', '62.01']",юл микро,нет,нет,нет,да,да,421.0,0.0,1959.0
9731061661,"ооо ""юр-ли""","например, площадки пилотного тестирования",нет,пилотное тестирование,2020-03-03,['консалтинг'],посевная,['legaltech'],['искусственный интеллект и машинное обучение'],['b2b'],69.10,"['63.12', '69.20', '72.19.4', '63.11.9', '68.31.1', '63.99.1', '63.99.12', '63.11.1', '96.09', '63.11', '69.10']",юл микро,нет,да,нет,да,да,-3379.0,0.0,0.0
9701125082,"ооо ""карта врача""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-12-17,"['edtech', 'healthtech']",ранний рост,"['edtech', 'healthcare']",[],['b2b2c'],73.11,"['73.20.1', '73.20', '63.11', '73.11']",юл микро,нет,да,нет,да,да,417.0,-92.0,2360.0
9701161411,"ооо ""эмииа""","например, площадки пилотного тестирования",нет,пилотное тестирование,2020-08-26,[],посевная,['safetytech'],"['искусственный интеллект и машинное обучение', 'компьютерное зрение']",['b2b'],62.01,"['26.51', '26.70', '47.43', '26.11', '26.20', '62.03', '72.19', '26.30', '47.42', '26.40', '47.41', '62.09', '63.11', '62.02', '62.01']",юл микро,нет,да,нет,да,да,-4.0,0.0,0.0
7811581905,ооо «пэйтую»,"например, площадки пилотного тестирования",нет,пилотное тестирование,2014-06-02,[],,[],[],[],62.02,"['82.99', '72.19', '62.01', '58.19', '47.91', '62.09', '73.20', '63.91', '63.99', '63.12', '62.03', '63.11', '73.11', '62.02']",юл микро,нет,нет,нет,нет,нет,8070.0,377.0,0.0
9705121931,"ооо ""скиллфолио""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-08-02,['hrtech'],ранний рост,['edtech'],[],"['b2b', 'b2c']",63.11,"['85.42', '85.41', '73.20', '46.90', '82.99', '58.21', '73.11', '74.90', '47.91', '46.19', '62.01', '72.20', '82.30', '63.12', '58.29', '66.19', '70.22', '60.20', '93.29', '63.11', '88.99']",юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7728439565,"ооо ""мобильная платформа""","например, площадки пилотного тестирования",нет,пилотное тестирование,2018-08-08,[],посевная,['edtech'],['искусственный интеллект и машинное обучение'],['b2b'],70.22,"['53.20.3', '62.01', '73.20', '74.30', '58.11.1', '62.02', '62.09', '63.11.1', '47.91.4', '63.11', '85.42', '47.91.2', '58.11', '74.90', '78.10', '70.22']",юл микро,нет,нет,нет,да,да,2513.0,271.0,0.0
7203449813,ооо «глобальные праздники»,"например, площадки пилотного тестирования",нет,пилотное тестирование,2018-05-21,[],ранний рост,['entertainment'],[],"['b2b', 'b2c']",63.11,"['82.99', '90.02', '96.09', '18.12', '72.19', '74.90', '62.03', '90.03', '73.11', '63.91', '82.19', '62.01', '62.02', '74.10', '90.01', '73.12', '74.20']",,нет,нет,нет,да,да,0.0,0.0,0.0
6658507305,"ооо ""дебиторка онлайн""",московский акселератор,нет,московский акселератор,2017-10-09,[],,[],[],[],69.10,"['63.11.1', '82.91', '96.09', '74.90', '62.02', '62.09', '62.01', '70.22']",юл микро,нет,нет,нет,нет,нет,3650.0,98.0,0.0
7826707808,ооо «тач продакшн»,московский акселератор,нет,московский акселератор,1993-01-26,[],,[],[],[],62.01,"['82.11', '59.11', '73.12', '72.20.1', '72.20.2', '82.99', '59.13', '63.11.1', '60.20', '63.99.2', '74.20', '70.10', '73.11', '70.22', '62.03', '72.19', '72.20', '74.10', '62.02', '63.12', '58.29', '63.91', '62.09', '59.12', '63.99.11', '63.99.1', '63.11', '63.99.12', '82.30', '73.20', '74.30', '73.20.2', '63.99', '82.19', '35.12.2', '45.20', '45.11', '33.20', '71.12', '45.32', '45.31', '47.78', '47.91', '43.29', '43.21']",юл микро,нет,нет,нет,нет,нет,211.0,-44.0,1134.0
7826707808,"ооо ""тач продакшн""",московский акселератор,нет,московский акселератор,1993-01-26,[],,[],[],[],62.01,"['82.11', '59.11', '73.12', '72.20.1', '72.20.2', '82.99', '59.13', '63.11.1', '60.20', '63.99.2', '74.20', '70.10', '73.11', '70.22', '62.03', '72.19', '72.20', '74.10', '62.02', '63.12', '58.29', '63.91', '62.09', '59.12', '63.99.11', '63.99.1', '63.11', '63.99.12', '82.30', '73.20', '74.30', '73.20.2', '63.99', '82.19', '35.12.2', '45.20', '45.11', '33.20', '71.12', '45.32', '45.31', '47.78', '47.91', '43.29', '43.21']",юл микро,нет,нет,нет,нет,нет,211.0,-44.0,1134.0
7702437500,"ооо ""каппасити рус""",московский акселератор,нет,московский акселератор,2018-08-31,[],расширение,"['business software', 'entertainment', 'retailtech']","['3d моделирование', 'ar/vr']",['b2b'],62.01,"['63.11.1', '62.09', '62.03', '62.02', '63.99.1', '63.11', '62.01', '26.30.1', '26.70', '46.51', '46.69.9', '73.20']",юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7702437500,,московский акселератор,нет,московский акселератор,2018-08-31,[],расширение,"['business software', 'entertainment', 'retailtech']","['3d моделирование', 'ar/vr']",['b2b'],62.01,"['63.11.1', '62.09', '62.03', '62.02', '63.99.1', '63.11', '62.01', '26.30.1', '26.70', '46.51', '46.69.9', '73.20']",юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7706416451,ооо «ближе к делу»,московский акселератор,нет,московский акселератор,2015-01-27,"['retailtech и e-commerce', 'ит, разработка по']",ранний рост,"['business software', 'мedia & communication']",[],['b2b'],63.11.1,"['62.02', '63.11', '62.01', '62.09', '46.14.9', '73.20', '70.22', '95.11', '46.14.1', '72.19', '63.11.1']",юл микро,нет,да,да,да,да,7382.0,0.0,73414.0
6670442252,ооо «уралинновация»,московский акселератор,нет,московский акселератор,2016-09-27,[],расширение,['мedia & communication'],['искусственный интеллект и машинное обучение'],['b2b'],62.01,"['61.10', '74.90.92', '63.99.1', '62.03', '62.09', '61.90', '63.12', '62.02', '74.90.9', '63.11', '63.11.9']",юл микро,нет,нет,да,да,да,-11113.0,0.0,0.0
5902016512,ооо «виджет»,московский акселератор,нет,московский акселератор,2015-06-22,['retailtech и e-commerce'],ранний рост,"['business software', 'мedia & communication']",[],['b2b'],62.01,"['62.02', '71.20', '18.12', '85.42.9', '63.11', '47.41', '61.10.9', '73.11', '72.19', '72.20', '95.11', '53.20.3', '46.66', '60.20', '60.10', '82.99', '47.7', '47.99', '78.10', '62.09', '61.10.1', '63.11.1', '62.01']",юл микро,нет,да,да,да,да,-42743.0,0.0,-4326.0
290221367666,терентьев михаил сергеевич,московский акселератор,нет,московский акселератор,2015-10-23,[],,[],[],[],70.22,"['70.22', '62.09', '82.99']",ип микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7716747371,ооо «экспресс рмс»,московский акселератор,нет,московский акселератор,2013-06-11,['retailtech и e-commerce'],ранний рост,['retailtech'],[],['b2b'],53.10,"['52.29', '52.21', '53.20.3', '53.10.2', '63.11.1', '46.19', '62.09', '62.01', '53.1', '62.02', '52.10', '52.24', '53.10.9', '46.18', '53.10']",юл микро,нет,да,нет,да,да,-12.0,-26.0,41820.0
7838080688,ооо «рашн чардж»,московский акселератор,нет,московский акселератор,2018-07-13,[],,[],[],[],62.01,"['62.09', '62.02']",юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
222204560355,ип щербинина елена михайловна,московский акселератор,нет,московский акселератор,2019-01-23,[],,[],[],[],63.12,[],ип микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7727048336,ао «группа т-1»,московский акселератор,нет,московский акселератор,2015-01-22,"['ит, разработка по']",ранний рост,['transport & logistics'],['интернет вещей'],"['b2b', 'b2g']",72.19,"['43.21', '63.11', '45.3', '72.19', '61.10.9', '62.01', '61.10.4', '63.11.1', '26.20.4', '45.32', '61.10.3', '62.09', '72.19.4', '74.90']",юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7706456380,цбп (ооо),московский акселератор,нет,московский акселератор,2018-08-23,['fintech'],ранний рост,['fintech'],[],['b2b'],72.19,"['72.19.9', '58.29', '62.01', '63.11.1', '72.19']",юл микро,да,да,да,да,да,110696.0,0.0,164455.0
9729069737,"ооо ""страховые партнеры""",московский акселератор,да,московский акселератор,2017-03-31,[],ранний рост,['insurancetech'],[],"['b2b', 'b2c']",62.01,"['66.19', '64.99', '73.12', '66.29', '63.11', '66.22', '66.12', '62.02', '63.11.1', '62.09', '69.10', '73.11', '62.03', '45.11', '72.19', '45.19', '65.12', '66.21', '62.01']",юл микро,нет,да,нет,да,да,3697.0,-1217.0,138964.0
9729069737,"ооо ""страховые партнеры""",московский акселератор,да,московский акселератор,2017-03-31,[],ранний рост,['insurancetech'],[],"['b2b', 'b2c']",62.01,"['66.19', '64.99', '73.12', '66.29', '63.11', '66.22', '66.12', '62.02', '63.11.1', '62.09', '69.10', '73.11', '62.03', '45.11', '72.19', '45.19', '65.12', '66.21', '62.01']",юл микро,нет,да,нет,да,да,3697.0,-1217.0,138964.0
3906284170,"ооо ""вест интелледженс""",московский акселератор,нет,московский акселератор,2012-12-20,[],,[],[],[],63.11.1,"['82.99', '73.20.2', '47.91.1', '46.51', '47.41', '70.22', '62.01', '73.11', '46.43.3', '47.91.3', '95.11', '62.02', '62.09', '47.78.1', '63.11', '47.91.2', '47.91.4']",юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
7706416451,"ооо ""ближе к делу""",московский акселератор,нет,московский акселератор,2015-01-27,"['retailtech и e-commerce', 'ит, разработка по']",ранний рост,"['business software', 'мedia & communication']",[],['b2b'],63.11.1,"['62.02', '63.11', '62.01', '62.09', '46.14.9', '73.20', '70.22', '95.11', '46.14.1', '72.19', '63.11.1']",юл микро,нет,да,да,да,да,7382.0,0.0,73414.0
7731327808,"ооо ""авант - спэйс системс""",московский акселератор,нет,московский акселератор,2016-09-09,['космос'],посевная,"['advertising & marketing', 'spacetech']",[],['b2g'],72.19,"['71.20.9', '71.20', '72.19']",юл микро,да,да,да,да,да,0.0,0.0,0.0
290221367666,терентьев михаил сергеевич,московский акселератор,нет,московский акселератор,2015-10-23,[],,[],[],[],70.22,"['70.22', '62.09', '82.99']",ип микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
0276926222,"ооо ""инфобот""",московский акселератор,нет,московский акселератор,2017-09-21,[],,[],[],[],62.01,"['62.09', '18.13', '95.11', '61.10.9', '63.11', '61.10.1', '61.10.3', '82.99', '47.41', '62.02', '63.11.1', '63.12', '72.19']",,нет,нет,да,нет,нет,0.0,0.0,0.0
9725016100,"ооо ""кликер""",московский акселератор,нет,московский акселератор,2019-07-16,['retailtech и e-commerce'],ранний рост,['retailtech'],[],['b2b2c'],63.11.1,"['73.11', '62.09', '62.02', '63.11', '62.01', '78.10', '63.12', '78.30', '78.20', '82.20', '47.91.2']",юл микро,нет,нет,нет,да,да,111.0,98.0,0.0
7730253840,"ооо ""монк диджитал лаб""",московский акселератор,нет,московский акселератор,2019-10-09,[],ранний рост,['business software'],['искусственный интеллект и машинное обучение'],['b2b'],72.19,"['72.19', '62.01', '62.02', '62.03', '62.09', '63.11', '63.11.1', '63.12', '71.20', '72.20', '74.90.92']",,нет,нет,да,да,да,8212.0,0.0,0.0
7731324003,"ооо ""смарт ритейл""",московский акселератор,нет,московский акселератор,2016-08-09,['retailtech и e-commerce'],ранний рост,['retailtech'],"['интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение']",['b2b'],72.19,"['63.11.1', '62.02', '62.01', '62.09', '62.03', '63.11', '72.19']",юл малое,нет,да,да,да,да,18023.0,0.0,0.0
7702437500,"ооо ""каппасити рус""",московский акселератор,нет,московский акселератор,2018-08-31,[],расширение,"['business software', 'entertainment', 'retailtech']","['3d моделирование', 'ar/vr']",['b2b'],62.01,"['63.11.1', '62.09', '62.03', '62.02', '63.99.1', '63.11', '62.01', '26.30.1', '26.70', '46.51', '46.69.9', '73.20']",юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7710944648,"ооо ""энкост""",московский акселератор,нет,московский акселератор,2013-08-02,"['недвижимость и строительство', 'промышленность и индустрия 4.0']",ранний рост,['cleantech'],[],['b2b'],63.11.1,"['82.99', '62.01', '63.11', '70.22', '62.02', '62.09', '47.19', '69.10', '35.14', '46.90', '73.20.1', '73.11']",юл микро,нет,нет,нет,да,да,-13713.0,0.0,51578.0
7017395286,"ооо ""лаборатория 365""",московский акселератор,нет,московский акселератор,2016-02-10,[],,[],[],[],63.11.1,"['62.09', '85.42.9', '62.02', '71.12.1', '46.69', '72.19', '62.01', '63.11']",юл микро,нет,нет,нет,нет,нет,521.0,0.0,485.0
7710944648,"ооо ""энкост""",московский акселератор,нет,московский акселератор,2013-08-02,"['недвижимость и строительство', 'промышленность и индустрия 4.0']",ранний рост,['cleantech'],[],['b2b'],63.11.1,"['82.99', '62.01', '63.11', '70.22', '62.02', '62.09', '47.19', '69.10', '35.14', '46.90', '73.20.1', '73.11']",юл микро,нет,нет,нет,да,да,-13713.0,0.0,51578.0
9701161411,"ооо ""эмииа""",московский акселератор,нет,московский акселератор,2020-08-26,[],посевная,['safetytech'],"['искусственный интеллект и машинное обучение', 'компьютерное зрение']",['b2b'],62.01,"['26.51', '26.70', '47.43', '26.11', '26.20', '62.03', '72.19', '26.30', '47.42', '26.40', '47.41', '62.09', '63.11', '62.02', '62.01']",юл микро,нет,да,нет,да,да,-4.0,0.0,0.0
7714762021,"ооо ""скайер ит""",московский акселератор,нет,московский акселератор,2008-12-23,['недвижимость и строительство'],ранний рост,['proptech'],['беспилотники'],['b2b'],72.19,"['62.09', '85.42', '62.02', '63.11.1', '30.30.11', '63.11.9', '77.35', '30.30.14', '33.16', '63.11', '30.30.5', '71.12.41', '71.12.4', '30.30.1', '52.23', '30.30', '71.12.44', '52.23.19', '85.30', '30.30.3', '62.03', '71.12', '74.20', '71.12.5', '63.99.1', '62.01', '30.30.2', '72.19', '28.99.3']",юл микро,нет,да,да,да,нет,-16450.0,0.0,19127.0
