,inn__investor,name__investor,type__investor,description__investor,startup_stage__investor,market__investor,services__investor,technologies__investor,type_of_ownership__investor,investment_round__investor,investition_from_dol__investor,investition_to_dol__investor,tech_focus__investor,fund_total_rub__investor,fund_total_dol__investor,num_of_investments__investor,num_of_exits__investor,market_non_focus__investor,startup_stage_non_focus__investor,tech_focus_non_focus__investor,technologies_non_focus__investor,geography__investor,study_format__investor,num_of_people_in_company_from__investor,num_of_people_in_company_to__investor,num_of_participants__investor,okved_main__investor,okved_secondary__investor,corp_stage__investor,business_model__investor,monetary_support__investor,inn__company,name__company,got_support_from__company,did_get_support__company,service__company,foundation_date__company,tech_focus__company,stage_of_development__company,market__company,technology__company,business_model__company,main_okved__company,okved_secondary__company,msp_category__company,is_export__company,inno_cluster_member__company,skolcovo_member__company,is_inno_company__company,is_startup__company,current_profit__company,current_profit_tax__company,current_revenue__company,type__company,id__company
10,7731438931,target global,VentureFund,"Международный венчурный фонд, специализирующийся на инвестициях в технологические компании из Европы, России, Израиля на любых стадиях развития бизнеса - от создания до роста. Основной фокус - быстрорастущие компании в сфере мобильности, финтеха, маркетплейсов, SaaS. ","['ранний рост', 'расширение', 'посевная']","['transport & logistics', 'business software', 'e-commerce', 'fintech', 'healthcare']",['инвестиции'],['искусственный интеллект и машинное обучение'],частный,"['seed', 'раунд а', 'раунд в', 'раунд с+']",300000.0,50000000.0,[],0.0,0.0,103.0,13.0,['insurancetech'],[],['healthtech'],[],,,,,,,,,,,7106021081,"ооо ""бестдоктор""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-10,['healthtech'],расширение,"['healthcare', 'insurancetech']",[],['b2b'],86.90,"['66.29.1', '63.99', '62.09', '64.92', '72.19', '66.30.9', '73.11', '63.11', '82.99', '62.01', '64.99', '63.12', '63.11.1', '62.02', '61.20', '82.19', '58.29', '86.90']",юл малое,нет,нет,да,да,да,-326643.0,0.0,-51558.0,Company,
11,7706420190,winter capital,VentureFund,Венчурный фонд специализируется на прямых инвестициях в компании из России и СНГ.,"['ранний рост', 'посевная']","['agrotech', 'cybersecurity', 'edtech', 'transport & logistics', 'spacetech', 'proptech', 'telecom', 'industrialtech', 'gaming', 'sporttech', 'insurancetech', 'legaltech', 'fashiontech', 'hrtech', 'business software', 'advertising & marketing', 'consumer goods & services', 'retailtech', 'safetytech', 'cleantech', 'e-commerce', 'entertainment', 'fintech', 'foodtech', 'healthcare', 'travel', 'мedia & communication']","['инвестиции', 'консультационная поддержка по развитию бизнеса']","['3d моделирование', 'ar/vr', 'big data', 'аддитивные технологии', 'беспилотники', 'биометрия', 'биотехнологии', 'блокчейн', 'зеленые технологии', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение', 'нанотехнологии', 'нейротехнологии', 'новые и портативные источники энергии', 'новые материалы', 'робототехника']",частный,"['seed', 'раунд а']",100000.0,5000000.0,[],30650.0,500.0,8.0,0.0,[],['расширение'],"['hrtech', 'healthtech', 'edtech']",[],,,,,,,,,,,7106021081,"ооо ""бестдоктор""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-10,['healthtech'],расширение,"['healthcare', 'insurancetech']",[],['b2b'],86.90,"['66.29.1', '63.99', '62.09', '64.92', '72.19', '66.30.9', '73.11', '63.11', '82.99', '62.01', '64.99', '63.12', '63.11.1', '62.02', '61.20', '82.19', '58.29', '86.90']",юл малое,нет,нет,да,да,да,-326643.0,0.0,-51558.0,Company,
12,7709961670,фрии,VentureFund,"Фонд поддержки IT- и интернет-компаний, учрежденный Агентством стратегических инициатив. Фонд предоставляет инвестиции технологическим компаниям на ранних этапах развития, проводит акселерационные программы и участвует в разработке методов правового регулирования венчурной отрасли.","['ранний рост', 'идея', 'посевная']","['agrotech', 'cybersecurity', 'edtech', 'telecom', 'business software', 'retailtech', 'e-commerce', 'fintech', 'healthcare']",['инвестиции'],"['ar/vr', 'big data', 'биометрия', 'блокчейн', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'робототехника']",частный,"['pre-seed', 'seed', 'раунд а']",30000.0,3000000.0,[],6000.0,100.0,434.0,0.0,"['advertising & marketing', 'safetytech', 'fashiontech', 'legaltech', 'cleantech', 'consumer goods & services', 'entertainment', 'proptech', 'transport & logistics', 'мedia & communication', 'travel', 'sporttech', 'hrtech', 'foodtech', 'spacetech', 'insurancetech']","[nan, 'расширение']","['туризм', 'консалтинг', 'healthtech', 'экология', 'retailtech и e-commerce', 'ит, разработка по', 'недвижимость и строительство', 'промышленность и индустрия 4.0', 'foodtech', 'телекоммуникации', 'fintech', 'транспорт и логистика', 'услуги для населения', 'edtech', 'biotech', 'hrtech']","['3d моделирование', 'аддитивные технологии', 'компьютерное зрение']",,,,,,,,,,,7106021081,"ооо ""бестдоктор""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-10,['healthtech'],расширение,"['healthcare', 'insurancetech']",[],['b2b'],86.90,"['66.29.1', '63.99', '62.09', '64.92', '72.19', '66.30.9', '73.11', '63.11', '82.99', '62.01', '64.99', '63.12', '63.11.1', '62.02', '61.20', '82.19', '58.29', '86.90']",юл малое,нет,нет,да,да,да,-326643.0,0.0,-51558.0,Company,
13,0,addventure,VentureFund,"Международный венчурный фонд финансирует компании в сфере FoodTech, HealthTech и Home &amp; Local Services, в том числе маркетплейсы бытовых услуг (уборка, хранение, химчистка) и SaaS для управления трудовыми ресурсами. ","['ранний рост', 'расширение']","['hrtech', 'consumer goods & services', 'foodtech', 'healthcare']",['инвестиции'],"['3d моделирование', 'ar/vr', 'big data', 'аддитивные технологии', 'беспилотники', 'биометрия', 'биотехнологии', 'блокчейн', 'зеленые технологии', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение', 'нанотехнологии', 'нейротехнологии', 'новые и портативные источники энергии', 'новые материалы', 'робототехника']",частный,"['раунд а', 'раунд в', 'раунд с+']",1000000.0,10000000.0,[],0.0,0.0,45.0,5.0,"['transport & logistics', 'insurancetech']",[],"['healthtech', 'транспорт и логистика', 'услуги для населения']",[],,,,,,,,,,,7730217256,"ооо ""клин.ру""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-10-18,['услуги для населения'],ранний рост,['consumer goods & services'],[],['b2b2c'],72.19,"['62.02', '63.11', '62.09', '62.01', '72.19']",,нет,нет,да,да,да,-136475.0,0.0,215942.0,Company,
14,0,addventure,VentureFund,"Международный венчурный фонд финансирует компании в сфере FoodTech, HealthTech и Home &amp; Local Services, в том числе маркетплейсы бытовых услуг (уборка, хранение, химчистка) и SaaS для управления трудовыми ресурсами. ","['ранний рост', 'расширение']","['hrtech', 'consumer goods & services', 'foodtech', 'healthcare']",['инвестиции'],"['3d моделирование', 'ar/vr', 'big data', 'аддитивные технологии', 'беспилотники', 'биометрия', 'биотехнологии', 'блокчейн', 'зеленые технологии', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение', 'нанотехнологии', 'нейротехнологии', 'новые и портативные источники энергии', 'новые материалы', 'робототехника']",частный,"['раунд а', 'раунд в', 'раунд с+']",1000000.0,10000000.0,[],0.0,0.0,45.0,5.0,"['transport & logistics', 'insurancetech']",[],"['healthtech', 'транспорт и логистика', 'услуги для населения']",[],,,,,,,,,,,7730217256,"ооо ""клин.ру""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-10-18,['услуги для населения'],ранний рост,['consumer goods & services'],[],['b2b2c'],72.19,"['62.02', '63.11', '62.09', '62.01', '72.19']",,нет,нет,да,да,да,-136475.0,0.0,215942.0,Company,
15,0,addventure,VentureFund,"Международный венчурный фонд финансирует компании в сфере FoodTech, HealthTech и Home &amp; Local Services, в том числе маркетплейсы бытовых услуг (уборка, хранение, химчистка) и SaaS для управления трудовыми ресурсами. ","['ранний рост', 'расширение']","['hrtech', 'consumer goods & services', 'foodtech', 'healthcare']",['инвестиции'],"['3d моделирование', 'ar/vr', 'big data', 'аддитивные технологии', 'беспилотники', 'биометрия', 'биотехнологии', 'блокчейн', 'зеленые технологии', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение', 'нанотехнологии', 'нейротехнологии', 'новые и портативные источники энергии', 'новые материалы', 'робототехника']",частный,"['раунд а', 'раунд в', 'раунд с+']",1000000.0,10000000.0,[],0.0,0.0,45.0,5.0,"['transport & logistics', 'insurancetech']",[],"['healthtech', 'транспорт и логистика', 'услуги для населения']",[],,,,,,,,,,,7730217256,"ооо ""клин.ру""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-10-18,['услуги для населения'],ранний рост,['consumer goods & services'],[],['b2b2c'],72.19,"['62.02', '63.11', '62.09', '62.01', '72.19']",,нет,нет,да,да,да,-136475.0,0.0,215942.0,Company,
16,0,addventure,VentureFund,"Международный венчурный фонд финансирует компании в сфере FoodTech, HealthTech и Home &amp; Local Services, в том числе маркетплейсы бытовых услуг (уборка, хранение, химчистка) и SaaS для управления трудовыми ресурсами. ","['ранний рост', 'расширение']","['hrtech', 'consumer goods & services', 'foodtech', 'healthcare']",['инвестиции'],"['3d моделирование', 'ar/vr', 'big data', 'аддитивные технологии', 'беспилотники', 'биометрия', 'биотехнологии', 'блокчейн', 'зеленые технологии', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение', 'нанотехнологии', 'нейротехнологии', 'новые и портативные источники энергии', 'новые материалы', 'робототехника']",частный,"['раунд а', 'раунд в', 'раунд с+']",1000000.0,10000000.0,[],0.0,0.0,45.0,5.0,"['transport & logistics', 'insurancetech']",[],"['healthtech', 'транспорт и логистика', 'услуги для населения']",[],,,,,,,,,,,7731465565,"ооо ""портал""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-02-17,['транспорт и логистика'],расширение,['transport & logistics'],[],"['b2b', 'b2c']",62.09,"['82.92', '74.30', '82.19', '63.11', '74.20', '82.99', '53.20.3', '70.22', '62.01', '63.11.1', '62.02']",,нет,нет,да,да,да,0.0,0.0,0.0,Company,
17,0,addventure,VentureFund,"Международный венчурный фонд финансирует компании в сфере FoodTech, HealthTech и Home &amp; Local Services, в том числе маркетплейсы бытовых услуг (уборка, хранение, химчистка) и SaaS для управления трудовыми ресурсами. ","['ранний рост', 'расширение']","['hrtech', 'consumer goods & services', 'foodtech', 'healthcare']",['инвестиции'],"['3d моделирование', 'ar/vr', 'big data', 'аддитивные технологии', 'беспилотники', 'биометрия', 'биотехнологии', 'блокчейн', 'зеленые технологии', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение', 'нанотехнологии', 'нейротехнологии', 'новые и портативные источники энергии', 'новые материалы', 'робототехника']",частный,"['раунд а', 'раунд в', 'раунд с+']",1000000.0,10000000.0,[],0.0,0.0,45.0,5.0,"['transport & logistics', 'insurancetech']",[],"['healthtech', 'транспорт и логистика', 'услуги для населения']",[],,,,,,,,,,,7731465565,"ооо ""портал""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-02-17,['транспорт и логистика'],расширение,['transport & logistics'],[],"['b2b', 'b2c']",62.09,"['82.92', '74.30', '82.19', '63.11', '74.20', '82.99', '53.20.3', '70.22', '62.01', '63.11.1', '62.02']",,нет,нет,да,да,да,0.0,0.0,0.0,Company,
18,0,addventure,VentureFund,"Международный венчурный фонд финансирует компании в сфере FoodTech, HealthTech и Home &amp; Local Services, в том числе маркетплейсы бытовых услуг (уборка, хранение, химчистка) и SaaS для управления трудовыми ресурсами. ","['ранний рост', 'расширение']","['hrtech', 'consumer goods & services', 'foodtech', 'healthcare']",['инвестиции'],"['3d моделирование', 'ar/vr', 'big data', 'аддитивные технологии', 'беспилотники', 'биометрия', 'биотехнологии', 'блокчейн', 'зеленые технологии', 'интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение', 'нанотехнологии', 'нейротехнологии', 'новые и портативные источники энергии', 'новые материалы', 'робототехника']",частный,"['раунд а', 'раунд в', 'раунд с+']",1000000.0,10000000.0,[],0.0,0.0,45.0,5.0,"['transport & logistics', 'insurancetech']",[],"['healthtech', 'транспорт и логистика', 'услуги для населения']",[],,,,,,,,,,,7731465565,"ооо ""портал""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-02-17,['транспорт и логистика'],расширение,['transport & logistics'],[],"['b2b', 'b2c']",62.09,"['82.92', '74.30', '82.19', '63.11', '74.20', '82.99', '53.20.3', '70.22', '62.01', '63.11.1', '62.02']",,нет,нет,да,да,да,0.0,0.0,0.0,Company,
19,0,altair capital,VentureFund,"Международная инвестиционная компания с фокусом на инвестиции в компании на ранних стадиях (минимум MVP), ориентированные на международный рынок. Отраслевой фокус - финтех, SaaS, медицинские технологии, искусственный интеллект, блокчейн, технологии безопасности. В марте 2021 г. был запущен AltaIR ABO для вложений в стартапы на поздней стадии и на стадии pre-IPO.
","['ранний рост', 'расширение', 'посевная']","['edtech', 'insurancetech', 'business software', 'e-commerce', 'fintech', 'healthcare']","['инвестиции', 'консультационная поддержка по развитию бизнеса', 'поддержка по юридическим / бухгалтерским вопросам', 'маркетинг и продвижение']","['блокчейн', 'искусственный интеллект и машинное обучение']",частный,"['seed', 'раунд а', 'раунд с+']",100000.0,10000000.0,[],35000.0,500.0,271.0,20.0,['travel'],[],[],[],,,,,,,,,,,7731340252,"ооо ""тревел технологии""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-12-19,[],ранний рост,['travel'],[],['b2c'],72.19,"['79.11', '62.01', '79.90', '72.20', '62.03', '62.09', '63.11.1', '62.02', '58.29', '79.12', '63.11']",юл малое,нет,нет,да,да,да,0.0,0.0,0.0,Company,
